ZIP,date,confirmed_cases,new_confirmed_cases,device_count,distance_traveled_from_home,completely_home_device_count,median_home_dwell_time,median_non_home_dwell_time,median_percentage_time_home,population,Density_Per_Sq_Mile,cases_adjusted_by_pop,new_cases_adjusted_by_pop,Income_level,driving,transit,walking,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,stay_home_ratio,ave_new7_10after
91342,2020/3/30,18,3,3318,7494,1404,826,28,97,96487,1750,0.000186554,3.11E-05,2,44.97,27.76,47.19,-42,-23,-34,-52,-51,22,2.363247863,6.25
91343,2020/3/30,7,1,2194,5472,965,909,14,98,66590,11265,0.000105121,1.50E-05,2,44.97,27.76,47.19,-42,-23,-34,-52,-51,22,2.27357513,2.75
91344,2020/3/30,9,1,2731,5899,1326,1016,9,99,53266,3245,0.000168963,1.88E-05,2,44.97,27.76,47.19,-42,-23,-34,-52,-51,22,2.059577677,3.25
91345,2020/3/30,6,1,564,7371,267,930,5,99,19205,5925,0.000312419,5.21E-05,2,44.97,27.76,47.19,-42,-23,-34,-52,-51,22,2.112359551,0.25
91350,2020/3/30,41,3,2606,4658,1248,1197,9,99,37350,2204,0.001097724,8.03E-05,2,44.97,27.76,47.19,-42,-23,-34,-52,-51,22,2.088141026,5
91352,2020/3/30,7,0,1398,6104,609,869,21,98,47438,4065,0.000147561,0,2,44.97,27.76,47.19,-42,-23,-34,-52,-51,22,2.295566502,2.5
91354,2020/3/30,1,0,1830,3944,969,1282,1,100,32096,3678,3.12E-05,0,2,44.97,27.76,47.19,-42,-23,-34,-52,-51,22,1.888544892,0
91356,2020/3/30,24,1,1286,4473,699,1198,4,100,30804,4200,0.00077912,3.25E-05,2,44.97,27.76,47.19,-42,-23,-34,-52,-51,22,1.839771102,0.25
91364,2020/3/30,22,3,1207,3475,573,1025,10,99,27340,3600,0.000804682,0.000109729,2,44.97,27.76,47.19,-42,-23,-34,-52,-51,22,2.106457243,2
91381,2020/3/30,1,0,1286,4450,631,1258,4,100,20371,541,4.91E-05,0,2,44.97,27.76,47.19,-42,-23,-34,-52,-51,22,2.038034865,0.75
91387,2020/3/30,1,0,2263,7488,1105,1023,12,99,43717,882,2.29E-05,0,2,44.97,27.76,47.19,-42,-23,-34,-52,-51,22,2.047963801,0.75
91401,2020/3/30,4,0,1369,4157,685,966,5,99,41412,11993,9.66E-05,0,2,44.97,27.76,47.19,-42,-23,-34,-52,-51,22,1.998540146,2
91402,2020/3/30,7,1,2174,4407,951,863,24,97,70686,18965,9.90E-05,1.41E-05,1,44.97,27.76,47.19,-42,-23,-34,-52,-51,22,2.286014721,4.5
91405,2020/3/30,10,3,1864,5454,814,813,20,98,55384,16737,0.000180558,5.42E-05,1,44.97,27.76,47.19,-42,-23,-34,-52,-51,22,2.28992629,6.25
91406,2020/3/30,11,3,1887,5377,845,884,19,98,55215,6789,0.000199221,5.43E-05,2,44.97,27.76,47.19,-42,-23,-34,-52,-51,22,2.233136095,1.25
91423,2020/3/30,32,5,1141,4349,551,895,11,99,33737,7732,0.000948514,0.000148205,2,44.97,27.76,47.19,-42,-23,-34,-52,-51,22,2.070780399,2
91502,2020/3/30,21,2,219,2957,85,877,19,98,11598,8687,0.001810657,0.000172444,1,44.97,27.76,47.19,-42,-23,-34,-52,-51,22,2.576470588,3.25
91602,2020/3/30,1,0,529,3712,220,828,19,98,19358,9456,5.17E-05,0,2,44.97,27.76,47.19,-42,-23,-34,-52,-51,22,2.404545455,0
91604,2020/3/30,15,1,1329,11223,548,795,56,93,32117,6235,0.000467042,3.11E-05,2,44.97,27.76,47.19,-42,-23,-34,-52,-51,22,2.425182482,0.25
91606,2020/3/30,34,4,1369,4434,587,748,20,97,44476,13344,0.000764457,8.99E-05,1,44.97,27.76,47.19,-42,-23,-34,-52,-51,22,2.332197615,3.5
91607,2020/3/30,19,1,1225,3503,597,969,14,99,30873,12652,0.000615424,3.24E-05,2,44.97,27.76,47.19,-42,-23,-34,-52,-51,22,2.051926298,0.5
91702,2020/3/30,3,1,2228,11869,885,735,89,89,62348,368,4.81E-05,1.60E-05,2,44.97,27.76,47.19,-42,-23,-34,-52,-51,22,2.517514124,0.25
91711,2020/3/30,1,0,1543,72338,607,852,176,83,36854,2455,2.71E-05,0,2,44.97,27.76,47.19,-42,-23,-34,-52,-51,22,2.542009885,0.75
91723,2020/3/30,9,2,591,6214,266,905,32,97,18875,8125,0.000476821,0.00010596,2,44.97,27.76,47.19,-42,-23,-34,-52,-51,22,2.221804511,3
91731,2020/3/30,1,1,641,4936,282,938,34,97,30139,7900,3.32E-05,3.32E-05,1,44.97,27.76,47.19,-42,-23,-34,-52,-51,22,2.273049645,1.25
91741,2020/3/30,6,0,1195,4992,502,944,25,97,26565,1792,0.000225861,0,2,44.97,27.76,47.19,-42,-23,-34,-52,-51,22,2.380478088,0.75
91744,2020/3/30,4,0,2546,6558,1132,824,20,98,87240,9924,4.59E-05,0,2,44.97,27.76,47.19,-42,-23,-34,-52,-51,22,2.249116608,1
91745,2020/3/30,2,0,1998,5295,979,986,15,99,54975,4292,3.64E-05,0,2,44.97,27.76,47.19,-42,-23,-34,-52,-51,22,2.040858018,1.5
91748,2020/3/30,3,0,1902,5969,922,970,11,99,47084,3254,6.37E-05,0,2,44.97,27.76,47.19,-42,-23,-34,-52,-51,22,2.062906725,0.5
91750,2020/3/30,3,1,1766,7272,791,1020,27,97,33836,1340,8.87E-05,2.96E-05,2,44.97,27.76,47.19,-42,-23,-34,-52,-51,22,2.232616941,0
91754,2020/3/30,5,0,1057,5922,534,1103,5,100,33058,7294,0.000151249,0,2,44.97,27.76,47.19,-42,-23,-34,-52,-51,22,1.979400749,2
91765,2020/3/30,3,0,2042,7719,1009,1042,10,99,47139,2491,6.36E-05,0,2,44.97,27.76,47.19,-42,-23,-34,-52,-51,22,2.023785927,0.5
91766,2020/3/30,5,1,2147,11035,909,791,24,97,72332,7114,6.91E-05,1.38E-05,2,44.97,27.76,47.19,-42,-23,-34,-52,-51,22,2.361936194,4
91770,2020/3/30,2,0,2086,4724,1000,1054,10,99,63425,9874,3.15E-05,0,2,44.97,27.76,47.19,-42,-23,-34,-52,-51,22,2.086,0.75
91773,2020/3/30,3,0,1531,5657,707,978,14,99,34496,2411,8.70E-05,0,2,44.97,27.76,47.19,-42,-23,-34,-52,-51,22,2.165487977,1.5
91776,2020/3/30,6,0,1139,5186,595,1186,5,100,38410,11280,0.000156209,0,2,44.97,27.76,47.19,-42,-23,-34,-52,-51,22,1.914285714,1
91780,2020/3/30,1,1,1177,4916,590,1172,12,99,35351,9232,2.83E-05,2.83E-05,2,44.97,27.76,47.19,-42,-23,-34,-52,-51,22,1.994915254,0.5
91789,2020/3/30,3,0,1579,5524,769,1115,11,99,44474,2844,6.75E-05,0,2,44.97,27.76,47.19,-42,-23,-34,-52,-51,22,2.053315995,0.5
91791,2020/3/30,7,1,1332,5875,626,1027,12,99,34363,5179,0.000203707,2.91E-05,2,44.97,27.76,47.19,-42,-23,-34,-52,-51,22,2.127795527,1.25
91803,2020/3/30,11,1,950,4817,442,965,11,99,30385,9303,0.000362021,3.29E-05,2,44.97,27.76,47.19,-42,-23,-34,-52,-51,22,2.149321267,1.25
93536,2020/3/30,28,4,3225,7984,1434,898,16,98,72383,298,0.000386831,5.53E-05,2,44.97,27.76,47.19,-42,-23,-34,-52,-51,22,2.248953975,5.5
93550,2020/3/30,9,2,2590,11076,1200,856,18,98,77006,392,0.000116874,2.60E-05,1,44.97,27.76,47.19,-42,-23,-34,-52,-51,22,2.158333333,7
90002,2020/3/31,14,11,1653,6996,712,702,21,97,53111,17345,0.000263599,0.000207113,1,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.321629213,3.5
90003,2020/3/31,18,6,1340,5950,610,788,13,98,72741,20484,0.000247453,8.25E-05,1,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.196721311,5
90004,2020/3/31,130,22,1757,4646,843,917,14,98,61586,20205,0.002110869,0.000357224,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.084223013,12.75
90006,2020/3/31,32,6,1760,11654,584,604,112,84,61698,32134,0.000518655,9.72E-05,1,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,3.01369863,14.25
90007,2020/3/31,19,9,1538,173037,433,281,585,32,41716,16909,0.000455461,0.000215745,1,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,3.551963048,4.5
90008,2020/3/31,12,2,838,5107,395,719,29,96,31739,8641,0.000378084,6.30E-05,1,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.121518987,3
90011,2020/3/31,16,6,2736,204274,1253,746,16,98,109414,25528,0.000146234,5.48E-05,1,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.183559457,6.75
90012,2020/3/31,3,1,670,8441,307,625,25,96,35913,11104,8.35E-05,2.78E-05,1,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.182410423,0
90013,2020/3/31,10,0,346,6618,169,534,11,98,11937,17789,0.000837731,0,1,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.047337278,0.75
90014,2020/3/31,14,3,220,9216,90,181,44,80,8335,29452,0.001679664,0.000359928,1,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.444444444,1.25
90016,2020/3/31,4,0,1247,5969,600,798,34,96,46581,12842,8.59E-05,0,1,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.078333333,2.25
90018,2020/3/31,17,7,1167,5327,552,774,11,99,53256,18389,0.000319213,0.000131441,1,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.114130435,2.75
90019,2020/3/31,13,1,1729,5297,758,854,38,96,66245,17038,0.000196241,1.51E-05,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.281002639,2
90020,2020/3/31,13,0,1591,3757,766,961,15,98,39102,34603,0.000332464,0,1,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.077023499,5.75
90022,2020/3/31,14,3,1591,4642,736,899,19,98,65890,15036,0.000212475,4.55E-05,1,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.161684783,6
90024,2020/3/31,28,2,1456,50287,490,380,503,43,50288,17186,0.000556793,3.98E-05,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.971428571,1.5
90025,2020/3/31,33,5,1108,5446,549,860,7,99,47967,18671,0.000687973,0.000104238,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.018214936,1.5
90026,2020/3/31,15,2,1528,7962,619,729,47,94,69589,16466,0.000215551,2.87E-05,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.468497577,8
90028,2020/3/31,1,0,828,98935,376,460,99,82,30734,20166,3.25E-05,0,1,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.20212766,1
90029,2020/3/31,14,4,782,5159,367,780,15,98,37898,27825,0.000369413,0.000105546,1,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.130790191,7.25
90031,2020/3/31,5,2,909,4463,418,906,39,96,38535,11159,0.000129752,5.19E-05,1,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.174641148,2.5
90032,2020/3/31,3,0,1212,8324,568,831,61,93,47627,9990,6.30E-05,0,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.133802817,3.75
90033,2020/3/31,11,0,1213,6759,529,743,23,97,47583,14564,0.000231175,0,1,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.293005671,3.25
90034,2020/3/31,40,6,1611,4836,791,886,12,99,55652,17888,0.000718752,0.000107813,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.036662453,5.5
90035,2020/3/31,21,0,659,3225,355,1080,2,100,28085,13646,0.00074773,0,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,1.856338028,1.75
90036,2020/3/31,13,2,1308,14648,586,903,24,97,37988,15373,0.000342213,5.26E-05,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.232081911,0.25
90037,2020/3/31,6,1,1733,5060,772,782,16,98,65016,22909,9.23E-05,1.54E-05,1,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.244818653,5
90039,2020/3/31,21,2,603,7015,298,899,19,98,29589,7848,0.000709723,6.76E-05,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.023489933,4
90040,2020/3/31,1,0,503,6989,194,555,59,90,12645,2265,7.91E-05,0,1,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.592783505,0
90041,2020/3/31,10,2,889,14268,398,839,115,88,29516,8176,0.000338799,6.78E-05,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.233668342,3
90042,2020/3/31,9,0,1266,5722,648,983,12,99,63911,13759,0.000140821,0,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,1.953703704,1.5
90043,2020/3/31,21,5,1476,8320,656,727,31,96,44627,10795,0.000470567,0.00011204,1,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.25,5.75
90044,2020/3/31,5,1,2834,6489,1272,706,21,97,96436,18772,5.18E-05,1.04E-05,1,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.227987421,3
90045,2020/3/31,17,0,1282,138281,502,780,266,75,41149,3836,0.000413133,0,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.553784861,1.5
90046,2020/3/31,61,12,1316,10479,567,674,31,96,50587,8750,0.001205843,0.000237215,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.320987654,2.5
90047,2020/3/31,13,4,1384,6081,590,749,27,97,48883,10332,0.000265941,8.18E-05,1,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.345762712,3
90048,2020/3/31,16,1,409,7452,171,722,33,96,22892,12144,0.000698934,4.37E-05,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.391812865,0.5
90049,2020/3/31,37,2,1127,5146,529,1048,36,97,36964,2460,0.001000974,5.41E-05,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.130434783,1
90056,2020/3/31,5,4,256,6286,122,817,34,96,7795,4933,0.000641437,0.000513149,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.098360656,0.5
90059,2020/3/31,2,0,1067,8201,462,760,19,98,45952,13870,4.35E-05,0,1,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.30952381,1.5
90061,2020/3/31,10,2,861,6785,359,644,37,95,27646,10385,0.000361716,7.23E-05,1,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.398328691,1.75
90064,2020/3/31,7,1,821,164121,396,1078,24,98,25429,6357,0.000275276,3.93E-05,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.073232323,0.25
90065,2020/3/31,12,3,1141,5654,547,931,13,99,47887,9071,0.00025059,6.26E-05,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.085923218,5.5
90066,2020/3/31,29,2,1306,3861,634,952,13,99,59394,12064,0.000488265,3.37E-05,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.059936909,3
90068,2020/3/31,42,5,656,101355,263,664,29,96,20982,2754,0.002001716,0.000238299,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.494296578,2.75
90069,2020/3/31,56,3,575,45919,258,548,21,96,20435,9666,0.002740396,0.000146807,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.228682171,3.75
90077,2020/3/31,11,2,1218,55574,290,494,808,38,8993,1226,0.001223174,0.000222395,3,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,4.2,0.75
90094,2020/3/31,7,2,255,9338,131,1019,0,100,9368,15332,0.000747225,0.000213493,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,1.946564885,0
90201,2020/3/31,17,3,2536,4624,1105,826,22,97,102433,17253,0.000165962,2.93E-05,1,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.295022624,7.25
90210,2020/3/31,55,8,1207,447428,499,790,71,92,19909,1966,0.00276257,0.000401828,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.418837675,1.75
90220,2020/3/31,17,3,1653,6304,658,635,32,95,53703,7770,0.000316556,5.59E-05,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.512158055,5.75
90230,2020/3/31,15,1,990,5725,462,978,14,99,32808,7277,0.000457206,3.05E-05,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.142857143,1
90241,2020/3/31,31,6,1599,4994,716,939,22,98,44143,8963,0.000702263,0.000135922,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.233240223,5.75
90245,2020/3/31,1,0,705,7104,298,943,48,95,16850,3084,5.93E-05,0,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.365771812,0.75
90247,2020/3/31,12,5,1340,5967,539,841,37,96,47531,12661,0.000252467,0.000105195,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.486085343,5.75
90248,2020/3/31,9,3,291,6355,118,913,17,98,11512,2452,0.000781793,0.000260598,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.466101695,2.25
90250,2020/3/31,22,6,3040,5672,1357,829,20,98,96836,14463,0.000227188,6.20E-05,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.240235814,5
90254,2020/3/31,9,2,641,10239,297,1104,6,99,19650,13770,0.000458015,0.000101781,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.158249158,0.25
90255,2020/3/31,11,7,1822,4651,815,863,23,97,75560,20322,0.00014558,9.26E-05,1,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.235582822,5
90262,2020/3/31,18,2,1806,6225,786,769,23,97,70936,14677,0.00025375,2.82E-05,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.297709924,5.25
90265,2020/3/31,1,0,679,40305,226,664,349,66,18389,170,5.44E-05,0,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,3.004424779,1.25
90266,2020/3/31,40,9,1229,44883,661,1195,3,100,35573,9037,0.001124448,0.000253001,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,1.859304085,1.25
90270,2020/3/31,6,1,585,4623,257,863,31,97,27454,21754,0.000218547,3.64E-05,1,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.276264591,2
90272,2020/3/31,23,4,867,3879,437,1204,9,99,22551,987,0.00101991,0.000177376,3,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,1.983981693,1.25
90274,2020/3/31,15,0,1174,12771,496,1029,25,98,25279,2111,0.000593378,0,3,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.366935484,2
90275,2020/3/31,19,5,1639,5037,844,1196,6,100,42421,3138,0.000447891,0.000117866,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,1.941943128,2.75
90278,2020/3/31,39,5,1439,3437,721,1122,6,99,40649,11281,0.000959433,0.000123004,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,1.995839112,3.5
90280,2020/3/31,19,5,2646,6241,1120,868,23,97,95103,13018,0.000199783,5.26E-05,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.3625,7.5
90291,2020/3/31,18,0,539,54896,242,915,44,95,27525,11018,0.000653951,0,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.227272727,0.5
90292,2020/3/31,6,4,666,5307,325,813,9,99,22490,11029,0.000266785,0.000177857,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.049230769,0.5
90293,2020/3/31,1,0,447,5961,208,885,44,95,12694,4430,7.88E-05,0,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.149038462,0
90304,2020/3/31,8,1,623,6158,264,787,27,97,25591,16331,0.00031261,3.91E-05,1,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.359848485,0.5
90403,2020/3/31,49,2,514,3899,234,1001,23,98,24354,17054,0.00201199,8.21E-05,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.196581197,3.5
90502,2020/3/31,9,1,676,5585,314,904,15,98,18188,8137,0.000494832,5.50E-05,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.152866242,2
90503,2020/3/31,53,10,1884,3894,902,1162,10,99,44908,8478,0.001180191,0.000222677,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.088691796,8.25
90505,2020/3/31,5,4,1601,2765,759,1199,8,99,37641,6495,0.000132834,0.000106267,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.109354414,2
90601,2020/3/31,1,0,1104,6936,487,866,22,98,33058,2913,3.02E-05,0,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.266940452,0.25
90602,2020/3/31,12,4,870,6856,386,838,25,97,25981,7001,0.000461876,0.000153959,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.25388601,4.75
90604,2020/3/31,8,3,1733,5348,831,994,11,99,42063,9871,0.000190191,7.13E-05,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.08543923,2
90638,2020/3/31,9,1,2352,13090,959,922,128,88,49383,6275,0.000182249,2.02E-05,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.452554745,1.25
90640,2020/3/31,5,1,2069,5154,938,945,25,97,63177,7440,7.91E-05,1.58E-05,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.20575693,6.5
90650,2020/3/31,21,6,3681,6516,1618,875,20,98,105886,10793,0.000198327,5.67E-05,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.275030902,4.75
90660,2020/3/31,9,3,2003,7644,901,848,17,98,63380,8178,0.000142001,4.73E-05,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.223085461,5
90670,2020/3/31,1,1,750,5805,317,803,25,97,16578,1959,6.03E-05,6.03E-05,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.365930599,1
90701,2020/3/31,1,0,580,5406,265,996,23,98,16858,10342,5.93E-05,0,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.188679245,0
90703,2020/3/31,6,1,2276,4718,1109,1126,7,99,50963,5806,0.000117732,1.96E-05,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.052299369,1.75
90706,2020/3/31,20,3,2689,6381,1132,845,23,97,77529,12693,0.000257968,3.87E-05,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.375441696,2.75
90710,2020/3/31,5,1,1000,8595,404,874,27,97,28185,11947,0.000177399,3.55E-05,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.475247525,0.75
90713,2020/3/31,16,3,1244,4588,550,1117,11,99,29061,8562,0.000550566,0.000103231,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.261818182,2
90716,2020/3/31,1,0,274,4823,124,1024,5,100,14344,15407,6.97E-05,0,1,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.209677419,0
90717,2020/3/31,1,0,724,4075,300,918,31,97,21696,10957,4.61E-05,0,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.413333333,1.75
90723,2020/3/31,8,1,1491,6257,649,765,26,97,54776,11691,0.000146049,1.83E-05,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.297380586,2.5
90731,2020/3/31,14,3,1799,5502,782,781,41,95,61850,6717,0.000226354,4.85E-05,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.300511509,2
90732,2020/3/31,1,0,963,4714,459,1131,6,99,22273,6512,4.49E-05,0,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.098039216,0
90744,2020/3/31,12,2,1478,6272,642,712,49,94,57206,6862,0.000209768,3.50E-05,1,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.302180685,2
90745,2020/3/31,1,1,2033,5455,918,921,13,99,56821,6845,1.76E-05,1.76E-05,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.21459695,1
90746,2020/3/31,39,4,866,5500,380,651,36,95,26996,4628,0.001444658,0.00014817,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.278947368,5
90755,2020/3/31,124,17,404,4266,201,983,3,100,11074,5082,0.011197399,0.001535127,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.009950249,21.5
91001,2020/3/31,12,2,1133,5477,491,877,22,98,37711,4558,0.00031821,5.30E-05,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.307535642,2
91007,2020/3/31,10,1,1311,4103,676,1187,3,100,34523,6210,0.000289662,2.90E-05,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,1.939349112,0.75
91008,2020/3/31,1,0,39,2391,17,1011,32,97,1391,687,0.000718907,0,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.294117647,1.75
91011,2020/3/31,8,0,780,3790,418,1323,1,100,20423,1722,0.000391715,0,3,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,1.866028708,0.75
91016,2020/3/31,6,1,1500,4180,708,1018,15,99,41671,4910,0.000143985,2.40E-05,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.118644068,0.5
91024,2020/3/31,1,1,365,4624,162,994,10,99,11006,3727,9.09E-05,9.09E-05,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.25308642,0
91030,2020/3/31,6,1,879,3279,427,1096,10,99,25794,7562,0.000232612,3.88E-05,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.058548009,0.5
91040,2020/3/31,10,8,1024,7435,470,955,17,98,20207,2463,0.000494878,0.000395902,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.178723404,5.5
91042,2020/3/31,5,1,1076,7744,512,940,14,99,26631,533,0.000187751,3.76E-05,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.1015625,0.75
91104,2020/3/31,25,0,1034,4843,495,1026,10,99,37974,9985,0.000658345,0,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.088888889,11.25
91108,2020/3/31,1,0,472,2859,241,1229,11,99,13538,3551,7.39E-05,0,3,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,1.958506224,0
91208,2020/3/31,76,14,521,5669,252,1257,7,99,13538,3551,0.005613828,0.001034126,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.067460317,19
91301,2020/3/31,11,2,1299,4694,627,1162,7,99,25631,751,0.000429168,7.80E-05,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.071770335,0.5
91302,2020/3/31,13,2,1435,4386,732,1288,2,100,26634,997,0.000488098,7.51E-05,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,1.960382514,0.75
91304,2020/3/31,17,6,2138,4434,1038,929,13,99,53761,5716,0.000316214,0.000111605,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.05973025,6.75
91306,2020/3/31,10,1,1574,3874,754,1001,17,98,49158,11879,0.000203426,2.03E-05,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.087533156,2
91311,2020/3/31,14,4,1803,4306,810,956,10,99,40420,1260,0.000346363,9.90E-05,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.225925926,2
91316,2020/3/31,30,1,865,5366,432,1100,6,99,29964,5984,0.001001201,3.34E-05,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,2.002314815,2
91326,2020/3/31,8,2,1807,3995,928,1278,7,99,37035,4539,0.000216012,5.40E-05,2,45.54,26.68,46.51,-42,-22,-38,-50,-51,23,1.947198276,2
